Timezone,Datetime,AQI US,AQI CN,PM2.5 (ug/m3),PM10 (ug/m3),CO2 (ppm),Temperature (Celsius),Temperature (Fahrenheit),Humidity (%),HCHO (ppb),TVOC (ppb)
Asia/Jakarta UTC+07:00,4/22/2020 3:14,57,21,15,39,427,27.4,81.3,87,,
Asia/Jakarta UTC+07:00,4/22/2020 3:09,53,19,13,27,432,27.4,81.3,87,,
Asia/Jakarta UTC+07:00,4/22/2020 3:04,57,21,15,26,439,27.4,81.4,87,,
Asia/Jakarta UTC+07:00,4/22/2020 2:59,50,17,12,16,419,27.4,81.3,86,,
Asia/Jakarta UTC+07:00,4/22/2020 2:54,53,19,13,37,423,27.4,81.4,86,,
Asia/Jakarta UTC+07:00,4/22/2020 2:49,61,24,17,70,425,27.4,81.4,86,,
Asia/Jakarta UTC+07:00,4/22/2020 2:44,45,16,11,15,425,27.4,81.4,86,,
Asia/Jakarta UTC+07:00,4/22/2020 2:39,45,16,11,25,427,27.4,81.4,86,,
Asia/Jakarta UTC+07:00,4/22/2020 2:34,50,17,12,16,429,27.5,81.5,86,,
Asia/Jakarta UTC+07:00,4/22/2020 2:29,59,23,16,24,431,27.5,81.5,86,,
Asia/Jakarta UTC+07:00,4/22/2020 2:24,59,23,16,33,425,27.5,81.5,86,,
Asia/Jakarta UTC+07:00,4/22/2020 2:19,55,20,14,28,424,27.5,81.5,86,,
Asia/Jakarta UTC+07:00,4/22/2020 2:14,45,16,11,21,427,27.6,81.6,86,,
Asia/Jakarta UTC+07:00,4/22/2020 2:09,45,16,11,34,422,27.6,81.7,86,,
Asia/Jakarta UTC+07:00,4/22/2020 2:04,45,16,11,28,426,27.6,81.8,86,,
Asia/Jakarta UTC+07:00,4/22/2020 1:59,41,14,10,17,421,27.7,81.8,86,,
Asia/Jakarta UTC+07:00,4/22/2020 1:54,53,19,13,17,426,27.7,81.8,86,,
Asia/Jakarta UTC+07:00,4/22/2020 1:49,53,19,13,27,427,27.7,81.9,86,,
Asia/Jakarta UTC+07:00,4/22/2020 1:44,63,26,18,32,431,27.7,81.9,85,,
Asia/Jakarta UTC+07:00,4/22/2020 1:39,50,17,12,32,418,27.8,82,85,,
Asia/Jakarta UTC+07:00,4/22/2020 1:34,50,17,12,19,424,27.8,82,85,,
Asia/Jakarta UTC+07:00,4/22/2020 1:29,50,17,12,19,422,27.8,82,85,,
Asia/Jakarta UTC+07:00,4/22/2020 1:24,53,19,13,27,423,27.8,82.1,85,,
Asia/Jakarta UTC+07:00,4/22/2020 1:19,53,19,13,20,426,27.8,82.1,85,,
Asia/Jakarta UTC+07:00,4/22/2020 1:14,45,16,11,15,422,27.9,82.1,85,,
Asia/Jakarta UTC+07:00,4/22/2020 1:09,53,19,13,34,419,27.9,82.2,85,,
Asia/Jakarta UTC+07:00,4/22/2020 1:04,50,17,12,19,420,27.9,82.3,85,,
Asia/Jakarta UTC+07:00,4/22/2020 0:59,53,19,13,20,419,27.9,82.2,85,,
Asia/Jakarta UTC+07:00,4/22/2020 0:54,45,16,11,15,421,27.9,82.3,85,,
Asia/Jakarta UTC+07:00,4/22/2020 0:49,41,14,10,17,419,27.9,82.3,85,,
Asia/Jakarta UTC+07:00,4/22/2020 0:44,57,21,15,26,422,28,82.3,85,,
Asia/Jakarta UTC+07:00,4/22/2020 0:39,55,20,14,15,420,28,82.4,84,,
Asia/Jakarta UTC+07:00,4/22/2020 0:34,50,17,12,16,419,28,82.4,84,,
Asia/Jakarta UTC+07:00,4/22/2020 0:29,50,17,12,29,419,28,82.4,84,,
Asia/Jakarta UTC+07:00,4/22/2020 0:24,53,19,13,24,422,28,82.4,84,,
Asia/Jakarta UTC+07:00,4/22/2020 0:19,55,20,14,25,421,28.1,82.5,84,,
Asia/Jakarta UTC+07:00,4/22/2020 0:14,50,17,12,26,416,28.1,82.5,84,,
Asia/Jakarta UTC+07:00,4/22/2020 0:09,55,20,14,25,423,28.1,82.5,84,,
Asia/Jakarta UTC+07:00,4/22/2020 0:04,55,20,14,22,422,28.1,82.5,84,,
Asia/Jakarta UTC+07:00,4/21/2020 23:59,53,19,13,17,420,28.1,82.6,84,,
Asia/Jakarta UTC+07:00,4/21/2020 23:54,57,21,15,42,419,28.1,82.6,84,,
Asia/Jakarta UTC+07:00,4/21/2020 23:49,59,23,16,50,423,28.1,82.6,83,,
Asia/Jakarta UTC+07:00,4/21/2020 23:44,53,19,13,14,423,28.2,82.7,83,,
Asia/Jakarta UTC+07:00,4/21/2020 23:39,45,16,11,25,423,28.2,82.7,83,,
Asia/Jakarta UTC+07:00,4/21/2020 23:34,50,17,12,33,420,28.2,82.7,83,,
Asia/Jakarta UTC+07:00,4/21/2020 23:29,53,19,13,20,423,28.2,82.7,83,,
Asia/Jakarta UTC+07:00,4/21/2020 23:24,57,21,15,19,425,28.2,82.8,83,,
Asia/Jakarta UTC+07:00,4/21/2020 23:19,59,23,16,17,424,28.3,82.9,83,,
Asia/Jakarta UTC+07:00,4/21/2020 23:14,68,29,20,35,417,28.2,82.8,83,,
Asia/Jakarta UTC+07:00,4/21/2020 23:09,59,23,16,30,420,28.2,82.8,83,,
Asia/Jakarta UTC+07:00,4/21/2020 23:04,57,21,15,26,418,28.2,82.8,83,,
Asia/Jakarta UTC+07:00,4/21/2020 22:59,53,19,13,17,418,28.3,82.9,83,,
Asia/Jakarta UTC+07:00,4/21/2020 22:54,53,19,13,27,419,28.3,82.9,83,,
Asia/Jakarta UTC+07:00,4/21/2020 22:49,53,19,13,24,416,28.3,83,83,,
Asia/Jakarta UTC+07:00,4/21/2020 22:44,55,20,14,31,418,28.4,83.1,82,,
Asia/Jakarta UTC+07:00,4/21/2020 22:39,53,19,13,24,417,28.4,83,82,,
Asia/Jakarta UTC+07:00,4/21/2020 22:34,55,20,14,41,417,28.4,83.1,82,,
Asia/Jakarta UTC+07:00,4/21/2020 22:29,59,23,16,34,424,28.4,83.2,82,,
Asia/Jakarta UTC+07:00,4/21/2020 22:24,59,23,16,17,428,28.5,83.2,82,,
Asia/Jakarta UTC+07:00,4/21/2020 22:19,59,23,16,21,422,28.5,83.4,82,,
Asia/Jakarta UTC+07:00,4/21/2020 22:14,68,29,20,35,423,28.5,83.4,82,,
Asia/Jakarta UTC+07:00,4/21/2020 22:09,59,23,16,37,424,28.5,83.4,82,,
Asia/Jakarta UTC+07:00,4/21/2020 22:04,53,19,13,17,421,28.6,83.4,82,,
Asia/Jakarta UTC+07:00,4/21/2020 21:59,57,21,15,26,420,28.6,83.5,82,,
Asia/Jakarta UTC+07:00,4/21/2020 21:54,57,21,15,23,424,28.6,83.5,82,,
Asia/Jakarta UTC+07:00,4/21/2020 21:49,59,23,16,27,419,28.7,83.6,82,,
Asia/Jakarta UTC+07:00,4/21/2020 21:44,88,43,30,40,428,28.7,83.7,82,,
Asia/Jakarta UTC+07:00,4/21/2020 21:39,61,24,17,22,432,28.7,83.7,82,,
Asia/Jakarta UTC+07:00,4/21/2020 21:34,57,21,15,30,422,28.7,83.7,81,,
Asia/Jakarta UTC+07:00,4/21/2020 21:29,55,20,14,28,422,28.8,83.8,81,,
Asia/Jakarta UTC+07:00,4/21/2020 21:24,50,17,12,33,421,28.8,83.9,81,,
Asia/Jakarta UTC+07:00,4/21/2020 21:19,50,17,12,13,428,28.9,84,81,,
Asia/Jakarta UTC+07:00,4/21/2020 21:14,53,19,13,41,429,28.9,84.1,81,,
Asia/Jakarta UTC+07:00,4/21/2020 21:09,55,20,14,25,423,29,84.1,81,,
Asia/Jakarta UTC+07:00,4/21/2020 21:04,53,19,13,17,423,28.9,84.1,81,,
Asia/Jakarta UTC+07:00,4/21/2020 20:59,53,19,13,27,422,29,84.2,81,,
Asia/Jakarta UTC+07:00,4/21/2020 20:54,55,20,14,45,426,29,84.2,81,,
Asia/Jakarta UTC+07:00,4/21/2020 20:49,50,17,12,26,432,29,84.3,81,,
Asia/Jakarta UTC+07:00,4/21/2020 20:44,53,19,13,34,434,29.1,84.4,80,,
Asia/Jakarta UTC+07:00,4/21/2020 20:39,59,23,16,34,433,29.1,84.5,80,,
Asia/Jakarta UTC+07:00,4/21/2020 20:34,65,27,19,34,436,29.1,84.4,80,,
Asia/Jakarta UTC+07:00,4/21/2020 20:29,50,17,12,20,437,29.1,84.4,79,,
Asia/Jakarta UTC+07:00,4/21/2020 20:24,72,31,22,41,431,29.1,84.4,79,,
Asia/Jakarta UTC+07:00,4/21/2020 20:19,53,19,13,24,435,29.1,84.5,79,,
Asia/Jakarta UTC+07:00,4/21/2020 20:14,55,20,14,35,434,29.2,84.5,77,,
Asia/Jakarta UTC+07:00,4/21/2020 20:04,55,20,14,52,436,29.2,84.6,78,,
Asia/Jakarta UTC+07:00,4/21/2020 20:09,53,19,13,21,434,29.2,84.6,77,,
Asia/Jakarta UTC+07:00,4/21/2020 19:59,50,17,12,26,433,29.2,84.6,78,,
Asia/Jakarta UTC+07:00,4/21/2020 19:54,61,24,17,39,436,29.3,84.7,78,,
Asia/Jakarta UTC+07:00,4/21/2020 19:49,82,39,27,57,438,29.3,84.8,78,,
Asia/Jakarta UTC+07:00,4/21/2020 19:44,53,19,13,48,435,29.3,84.8,78,,
Asia/Jakarta UTC+07:00,4/21/2020 19:39,41,14,10,14,433,29.4,84.9,78,,
Asia/Jakarta UTC+07:00,4/21/2020 19:34,53,19,13,28,432,29.4,84.9,78,,
Asia/Jakarta UTC+07:00,4/21/2020 19:29,45,16,11,29,433,29.4,85,76,,
Asia/Jakarta UTC+07:00,4/21/2020 19:24,45,16,11,22,437,29.5,85.1,76,,
Asia/Jakarta UTC+07:00,4/21/2020 19:19,37,13,9,20,431,29.5,85.1,76,,
Asia/Jakarta UTC+07:00,4/21/2020 19:14,37,13,9,10,432,29.5,85.2,76,,
Asia/Jakarta UTC+07:00,4/21/2020 19:09,33,11,8,22,428,29.5,85.2,75,,
Asia/Jakarta UTC+07:00,4/21/2020 19:04,45,16,11,39,434,29.6,85.3,75,,
Asia/Jakarta UTC+07:00,4/21/2020 18:59,57,21,15,30,435,29.6,85.4,75,,
Asia/Jakarta UTC+07:00,4/21/2020 18:54,53,19,13,18,429,29.7,85.5,75,,
Asia/Jakarta UTC+07:00,4/21/2020 18:49,59,23,16,35,429,29.7,85.5,74,,
Asia/Jakarta UTC+07:00,4/21/2020 18:44,86,41,29,60,436,29.8,85.6,74,,
Asia/Jakarta UTC+07:00,4/21/2020 18:39,65,27,19,52,440,29.8,85.7,74,,
Asia/Jakarta UTC+07:00,4/21/2020 18:34,68,29,20,53,450,29.9,85.8,74,,
Asia/Jakarta UTC+07:00,4/21/2020 18:29,70,30,21,44,449,29.9,85.9,74,,
Asia/Jakarta UTC+07:00,4/21/2020 18:24,72,31,22,45,436,29.9,85.9,73,,
Asia/Jakarta UTC+07:00,4/21/2020 18:19,78,36,25,48,434,30,86,73,,
Asia/Jakarta UTC+07:00,4/21/2020 18:14,76,34,24,40,436,30,86.1,73,,
Asia/Jakarta UTC+07:00,4/21/2020 18:09,50,17,12,30,431,30.1,86.2,73,,
Asia/Jakarta UTC+07:00,4/21/2020 18:04,53,19,13,38,434,30.2,86.3,73,,
Asia/Jakarta UTC+07:00,4/21/2020 17:59,72,31,22,38,428,30.3,86.5,72,,
Asia/Jakarta UTC+07:00,4/21/2020 17:54,53,19,13,32,434,30.3,86.6,72,,
Asia/Jakarta UTC+07:00,4/21/2020 17:49,53,19,13,35,429,30.4,86.8,71,,
Asia/Jakarta UTC+07:00,4/21/2020 17:44,57,21,15,30,428,30.5,86.9,71,,
Asia/Jakarta UTC+07:00,4/21/2020 17:39,63,26,18,38,437,30.7,87.2,70,,
Asia/Jakarta UTC+07:00,4/21/2020 17:34,45,16,11,33,432,30.8,87.4,69,,
Asia/Jakarta UTC+07:00,4/21/2020 17:29,61,24,17,44,436,30.9,87.6,69,,
Asia/Jakarta UTC+07:00,4/21/2020 17:24,55,20,14,37,430,31,87.9,68,,
Asia/Jakarta UTC+07:00,4/21/2020 17:19,50,17,12,13,431,31.2,88.2,67,,
Asia/Jakarta UTC+07:00,4/21/2020 17:14,37,13,9,17,439,31.4,88.5,67,,
Asia/Jakarta UTC+07:00,4/21/2020 17:09,50,17,12,21,439,31.7,89.1,66,,
Asia/Jakarta UTC+07:00,4/21/2020 17:04,57,21,15,45,431,32,89.5,64,,
Asia/Jakarta UTC+07:00,4/21/2020 16:59,37,13,9,10,436,32.3,90.1,65,,
Asia/Jakarta UTC+07:00,4/21/2020 16:54,50,17,12,24,441,32.6,90.7,63,,
Asia/Jakarta UTC+07:00,4/21/2020 16:49,33,11,8,20,442,33.1,91.5,62,,
Asia/Jakarta UTC+07:00,4/21/2020 16:44,45,16,11,27,438,33.4,92.1,61,,
Asia/Jakarta UTC+07:00,4/21/2020 16:39,41,14,10,22,435,33.5,92.3,61,,
Asia/Jakarta UTC+07:00,4/21/2020 16:34,33,11,8,20,430,33.5,92.4,60,,
Asia/Jakarta UTC+07:00,4/21/2020 16:29,41,14,10,26,431,33.6,92.5,59,,
Asia/Jakarta UTC+07:00,4/21/2020 16:24,41,14,10,19,431,33.6,92.5,59,,
Asia/Jakarta UTC+07:00,4/21/2020 16:19,41,14,10,26,431,33.6,92.5,59,,
Asia/Jakarta UTC+07:00,4/21/2020 16:14,68,29,20,45,429,33.6,92.5,60,,
Asia/Jakarta UTC+07:00,4/21/2020 16:09,33,11,8,27,430,33.6,92.5,60,,
Asia/Jakarta UTC+07:00,4/21/2020 16:04,37,13,9,18,430,33.7,92.7,60,,
Asia/Jakarta UTC+07:00,4/21/2020 15:59,37,13,9,21,433,33.8,92.8,59,,
Asia/Jakarta UTC+07:00,4/21/2020 15:54,45,16,11,24,428,33.8,92.8,59,,
Asia/Jakarta UTC+07:00,4/21/2020 15:49,29,10,7,12,430,33.8,92.8,59,,
Asia/Jakarta UTC+07:00,4/21/2020 15:44,37,13,9,25,427,33.9,92.9,58,,
Asia/Jakarta UTC+07:00,4/21/2020 15:39,37,13,9,18,427,34,93.1,58,,
Asia/Jakarta UTC+07:00,4/21/2020 15:34,50,17,12,18,437,34.1,93.4,58,,
Asia/Jakarta UTC+07:00,4/21/2020 15:29,45,16,11,24,427,34.3,93.7,58,,
Asia/Jakarta UTC+07:00,4/21/2020 15:24,29,10,7,15,426,34.5,94.1,58,,
Asia/Jakarta UTC+07:00,4/21/2020 15:19,37,13,9,22,434,34.7,94.5,57,,
Asia/Jakarta UTC+07:00,4/21/2020 15:14,33,11,8,17,428,34.9,94.8,56,,
Asia/Jakarta UTC+07:00,4/21/2020 15:09,33,11,8,28,427,35.3,95.6,55,,
Asia/Jakarta UTC+07:00,4/21/2020 15:04,33,11,8,28,430,35.7,96.3,53,,
Asia/Jakarta UTC+07:00,4/21/2020 14:59,33,11,8,13,428,36.2,97.1,52,,
Asia/Jakarta UTC+07:00,4/21/2020 14:54,37,13,9,34,435,36.8,98.3,52,,
Asia/Jakarta UTC+07:00,4/21/2020 14:49,41,14,10,20,437,37.4,99.3,50,,
Asia/Jakarta UTC+07:00,4/21/2020 14:44,21,7,5,6,436,38,100.3,49,,
Asia/Jakarta UTC+07:00,4/21/2020 14:39,33,11,8,25,433,38.1,100.6,49,,
Asia/Jakarta UTC+07:00,4/21/2020 14:34,33,11,8,18,427,38.5,101.2,49,,
Asia/Jakarta UTC+07:00,4/21/2020 14:29,29,10,7,16,427,38.6,101.5,49,,
Asia/Jakarta UTC+07:00,4/21/2020 14:24,29,10,7,16,432,38.7,101.7,49,,
Asia/Jakarta UTC+07:00,4/21/2020 14:19,50,17,12,31,431,38.9,101.9,49,,
Asia/Jakarta UTC+07:00,4/21/2020 14:14,41,14,10,28,429,39.1,102.3,49,,
Asia/Jakarta UTC+07:00,4/21/2020 14:09,33,11,8,22,429,39.4,102.9,48,,
Asia/Jakarta UTC+07:00,4/21/2020 14:04,41,14,10,36,432,39.7,103.4,48,,
Asia/Jakarta UTC+07:00,4/21/2020 13:59,33,11,8,10,434,39.8,103.7,48,,
Asia/Jakarta UTC+07:00,4/21/2020 13:54,29,10,7,13,446,40.2,104.4,47,,
Asia/Jakarta UTC+07:00,4/21/2020 13:49,29,10,7,21,434,40.4,104.8,47,,
Asia/Jakarta UTC+07:00,4/21/2020 13:44,37,13,9,27,432,40.3,104.6,47,,
Asia/Jakarta UTC+07:00,4/21/2020 13:39,29,10,7,17,436,40.1,104.2,48,,
Asia/Jakarta UTC+07:00,4/21/2020 13:34,33,11,8,22,436,40.3,104.5,48,,
Asia/Jakarta UTC+07:00,4/21/2020 13:29,45,16,11,14,437,40,104,48,,
Asia/Jakarta UTC+07:00,4/21/2020 13:24,33,11,8,10,436,39.8,103.6,48,,
Asia/Jakarta UTC+07:00,4/21/2020 13:19,37,13,9,31,452,39.9,103.9,48,,
Asia/Jakarta UTC+07:00,4/21/2020 13:14,29,10,7,24,440,39.8,103.6,48,,
Asia/Jakarta UTC+07:00,4/21/2020 13:09,33,11,8,26,449,39.7,103.5,48,,
Asia/Jakarta UTC+07:00,4/21/2020 13:04,29,10,7,20,428,39.5,103,49,,
Asia/Jakarta UTC+07:00,4/21/2020 12:59,29,10,7,9,432,39.2,102.6,49,,
Asia/Jakarta UTC+07:00,4/21/2020 12:54,21,7,5,18,435,39.3,102.7,49,,
Asia/Jakarta UTC+07:00,4/21/2020 12:49,25,9,6,7,428,39.1,102.3,49,,
Asia/Jakarta UTC+07:00,4/21/2020 12:44,29,10,7,9,428,39,102.3,50,,
Asia/Jakarta UTC+07:00,4/21/2020 12:39,29,10,7,9,431,39.1,102.4,50,,
Asia/Jakarta UTC+07:00,4/21/2020 12:34,29,10,7,20,435,39.4,102.8,50,,
Asia/Jakarta UTC+07:00,4/21/2020 12:29,33,11,8,18,433,39.3,102.8,52,,
Asia/Jakarta UTC+07:00,4/21/2020 12:24,41,14,10,28,432,38.8,101.8,52,,
Asia/Jakarta UTC+07:00,4/21/2020 12:19,37,13,9,11,432,38.8,101.8,52,,
Asia/Jakarta UTC+07:00,4/21/2020 12:14,25,9,6,19,431,38.4,101.2,50,,
Asia/Jakarta UTC+07:00,4/21/2020 12:09,21,7,5,14,436,38.1,100.6,53,,
Asia/Jakarta UTC+07:00,4/21/2020 12:04,41,14,10,35,431,38,100.4,53,,
Asia/Jakarta UTC+07:00,4/21/2020 11:59,33,11,8,33,434,38.3,101,53,,
Asia/Jakarta UTC+07:00,4/21/2020 11:54,37,13,9,19,432,38.4,101.2,53,,
Asia/Jakarta UTC+07:00,4/21/2020 11:49,25,9,6,11,433,38.8,101.9,52,,
Asia/Jakarta UTC+07:00,4/21/2020 11:44,33,11,8,10,436,38.8,101.8,53,,
Asia/Jakarta UTC+07:00,4/21/2020 11:39,29,10,7,31,434,38.5,101.2,53,,
Asia/Jakarta UTC+07:00,4/21/2020 11:34,29,10,7,27,432,38.3,101,54,,
Asia/Jakarta UTC+07:00,4/21/2020 11:29,41,14,10,27,429,38.1,100.7,54,,
Asia/Jakarta UTC+07:00,4/21/2020 11:24,33,11,8,17,430,37.6,99.7,56,,
Asia/Jakarta UTC+07:00,4/21/2020 11:19,29,10,7,8,424,37.4,99.3,56,,
Asia/Jakarta UTC+07:00,4/21/2020 11:14,25,9,6,18,423,37.1,98.8,57,,
Asia/Jakarta UTC+07:00,4/21/2020 11:09,63,26,18,26,426,36.8,98.2,60,,
Asia/Jakarta UTC+07:00,4/21/2020 11:04,37,13,9,33,429,36.5,97.6,60,,
Asia/Jakarta UTC+07:00,4/21/2020 10:59,29,10,7,16,430,36.5,97.8,60,,
Asia/Jakarta UTC+07:00,4/21/2020 10:54,29,10,7,38,432,36.3,97.3,62,,
Asia/Jakarta UTC+07:00,4/21/2020 10:49,29,10,7,23,426,35.8,96.4,62,,
Asia/Jakarta UTC+07:00,4/21/2020 10:44,25,9,6,22,421,35.7,96.2,62,,
Asia/Jakarta UTC+07:00,4/21/2020 10:39,25,9,6,10,422,35.5,95.9,63,,
Asia/Jakarta UTC+07:00,4/21/2020 10:34,21,7,5,16,424,35.2,95.4,64,,
Asia/Jakarta UTC+07:00,4/21/2020 10:29,50,17,12,36,427,35.2,95.3,65,,
Asia/Jakarta UTC+07:00,4/21/2020 10:24,29,10,7,19,429,34.8,94.6,68,,
Asia/Jakarta UTC+07:00,4/21/2020 10:19,25,9,6,39,422,34.5,94.2,66,,
Asia/Jakarta UTC+07:00,4/21/2020 10:14,21,7,5,23,419,34.1,93.4,70,,
Asia/Jakarta UTC+07:00,4/21/2020 10:09,17,6,4,15,420,33.5,92.2,72,,
Asia/Jakarta UTC+07:00,4/21/2020 10:04,37,13,9,21,421,32.9,91.3,74,,
Asia/Jakarta UTC+07:00,4/21/2020 9:59,37,13,9,31,423,32.5,90.6,74,,
Asia/Jakarta UTC+07:00,4/21/2020 9:54,21,7,5,9,424,32.3,90.2,78,,
Asia/Jakarta UTC+07:00,4/21/2020 9:49,33,11,8,19,424,31.7,89.1,78,,
Asia/Jakarta UTC+07:00,4/21/2020 9:44,25,9,6,20,418,31.2,88.1,78,,
Asia/Jakarta UTC+07:00,4/21/2020 9:39,33,11,8,36,424,30.6,87.1,81,,
Asia/Jakarta UTC+07:00,4/21/2020 9:34,25,9,6,10,414,29.9,85.9,83,,
Asia/Jakarta UTC+07:00,4/21/2020 9:29,70,30,21,30,415,29.4,85,84,,
Asia/Jakarta UTC+07:00,4/21/2020 9:24,41,14,10,17,420,29.1,84.4,84,,
Asia/Jakarta UTC+07:00,4/21/2020 9:19,41,14,10,24,424,28.9,84,86,,
Asia/Jakarta UTC+07:00,4/21/2020 9:14,50,17,12,49,426,28.6,83.6,85,,
Asia/Jakarta UTC+07:00,4/21/2020 9:09,59,23,16,40,424,28.4,83.1,88,,
Asia/Jakarta UTC+07:00,4/21/2020 9:04,55,20,14,25,423,28.2,82.7,87,,
Asia/Jakarta UTC+07:00,4/21/2020 8:59,29,10,7,10,420,28,82.5,87,,
Asia/Jakarta UTC+07:00,4/21/2020 8:54,37,13,9,19,433,27.9,82.2,88,,
Asia/Jakarta UTC+07:00,4/21/2020 8:49,41,14,10,14,429,27.8,82,88,,
Asia/Jakarta UTC+07:00,4/21/2020 8:44,37,13,9,9,424,27.7,81.8,89,,
Asia/Jakarta UTC+07:00,4/21/2020 8:39,45,16,11,28,431,27.5,81.5,89,,
Asia/Jakarta UTC+07:00,4/21/2020 8:34,37,13,9,9,427,27.4,81.4,89,,
Asia/Jakarta UTC+07:00,4/21/2020 8:29,37,13,9,29,429,27.4,81.3,90,,
Asia/Jakarta UTC+07:00,4/21/2020 8:24,45,16,11,11,437,27.3,81.1,91,,
Asia/Jakarta UTC+07:00,4/21/2020 8:19,37,13,9,16,443,27.2,81,91,,
Asia/Jakarta UTC+07:00,4/21/2020 8:14,53,19,13,17,434,27.2,80.9,91,,
Asia/Jakarta UTC+07:00,4/21/2020 8:09,50,17,12,22,439,27.1,80.8,91,,
Asia/Jakarta UTC+07:00,4/21/2020 8:04,45,16,11,11,442,27,80.7,92,,
Asia/Jakarta UTC+07:00,4/21/2020 7:59,57,21,15,35,441,27,80.6,92,,
Asia/Jakarta UTC+07:00,4/21/2020 7:54,45,16,11,11,439,27,80.6,94,,
Asia/Jakarta UTC+07:00,4/21/2020 7:49,63,26,18,29,454,27,80.6,93,,
Asia/Jakarta UTC+07:00,4/21/2020 7:44,59,23,16,23,449,27,80.5,95,,
Asia/Jakarta UTC+07:00,4/21/2020 7:39,55,20,14,21,448,27,80.6,95,,
Asia/Jakarta UTC+07:00,4/21/2020 7:34,65,27,19,26,443,26.9,80.5,95,,
Asia/Jakarta UTC+07:00,4/21/2020 7:29,53,19,13,17,444,26.8,80.3,95,,
Asia/Jakarta UTC+07:00,4/21/2020 7:24,65,27,19,23,447,26.7,80.1,94,,
Asia/Jakarta UTC+07:00,4/21/2020 7:19,53,19,13,13,445,26.7,80.1,94,,
Asia/Jakarta UTC+07:00,4/21/2020 7:14,45,16,11,18,445,26.6,79.9,96,,
Asia/Jakarta UTC+07:00,4/21/2020 7:09,53,19,13,20,445,26.5,79.7,95,,
Asia/Jakarta UTC+07:00,4/21/2020 7:04,53,19,13,26,449,26.5,79.7,95,,
Asia/Jakarta UTC+07:00,4/21/2020 6:59,50,17,12,16,443,26.4,79.6,94,,
Asia/Jakarta UTC+07:00,4/21/2020 6:54,45,16,11,21,436,26.4,79.5,95,,
Asia/Jakarta UTC+07:00,4/21/2020 6:49,50,17,12,25,444,26.4,79.5,95,,
Asia/Jakarta UTC+07:00,4/21/2020 6:44,59,23,16,26,439,26.3,79.4,95,,
Asia/Jakarta UTC+07:00,4/21/2020 6:39,37,13,9,9,437,26.3,79.4,95,,
Asia/Jakarta UTC+07:00,4/21/2020 6:34,45,16,11,18,440,26.3,79.3,95,,
Asia/Jakarta UTC+07:00,4/21/2020 6:29,45,16,11,27,440,26.3,79.3,95,,
Asia/Jakarta UTC+07:00,4/21/2020 6:24,41,14,10,13,439,26.3,79.3,95,,
Asia/Jakarta UTC+07:00,4/21/2020 6:19,37,13,9,9,438,26.2,79.2,95,,
Asia/Jakarta UTC+07:00,4/21/2020 6:14,45,16,11,24,439,26.2,79.1,95,,
Asia/Jakarta UTC+07:00,4/21/2020 6:09,41,14,10,10,436,26.1,78.9,95,,
Asia/Jakarta UTC+07:00,4/21/2020 6:04,37,13,9,12,436,26,78.7,95,,
Asia/Jakarta UTC+07:00,4/21/2020 5:59,37,13,9,22,434,25.9,78.6,95,,
Asia/Jakarta UTC+07:00,4/21/2020 5:54,33,11,8,17,429,25.8,78.5,95,,
Asia/Jakarta UTC+07:00,4/21/2020 5:49,37,13,9,9,433,25.7,78.3,95,,
Asia/Jakarta UTC+07:00,4/21/2020 5:44,33,11,8,21,431,25.7,78.3,95,,
Asia/Jakarta UTC+07:00,4/21/2020 5:39,33,11,8,17,428,25.7,78.2,95,,
Asia/Jakarta UTC+07:00,4/21/2020 5:34,29,10,7,10,427,25.6,78.1,95,,
Asia/Jakarta UTC+07:00,4/21/2020 5:29,33,11,8,11,423,25.6,78.1,94,,
Asia/Jakarta UTC+07:00,4/21/2020 5:24,41,14,10,13,424,25.5,78,95,,
Asia/Jakarta UTC+07:00,4/21/2020 5:19,45,16,11,11,426,25.5,77.9,95,,
Asia/Jakarta UTC+07:00,4/21/2020 5:14,29,10,7,23,420,25.5,77.9,95,,
Asia/Jakarta UTC+07:00,4/21/2020 5:09,25,9,6,12,416,25.4,77.8,93,,
Asia/Jakarta UTC+07:00,4/21/2020 5:04,25,9,6,15,414,25.4,77.7,93,,
Asia/Jakarta UTC+07:00,4/21/2020 4:59,21,7,5,5,415,25.4,77.7,93,,
Asia/Jakarta UTC+07:00,4/21/2020 4:54,17,6,4,4,412,25.4,77.7,93,,
Asia/Jakarta UTC+07:00,4/21/2020 4:49,21,7,5,8,409,25.4,77.7,93,,
Asia/Jakarta UTC+07:00,4/21/2020 4:44,25,9,6,12,409,25.3,77.6,93,,
Asia/Jakarta UTC+07:00,4/21/2020 4:39,17,6,4,7,407,25.2,77.4,93,,
Asia/Jakarta UTC+07:00,4/21/2020 4:34,25,9,6,15,406,25.2,77.4,93,,
Asia/Jakarta UTC+07:00,4/21/2020 4:29,21,7,5,17,408,25.3,77.5,93,,
Asia/Jakarta UTC+07:00,4/21/2020 4:24,17,6,4,10,405,25.3,77.5,93,,
Asia/Jakarta UTC+07:00,4/21/2020 4:19,37,13,9,18,407,25.3,77.5,93,,
Asia/Jakarta UTC+07:00,4/21/2020 4:14,25,9,6,12,405,25.3,77.5,93,,
Asia/Jakarta UTC+07:00,4/21/2020 4:04,21,7,5,20,408,25.3,77.5,92,,
Asia/Jakarta UTC+07:00,4/21/2020 4:09,21,7,5,14,405,25.2,77.3,93,,
